LSOA code (2011),LSOA name (2011),Local Authority District code (2019),Local Authority District name (2019),Index of Multiple Deprivation (IMD) Score,Index of Multiple Deprivation (IMD) Rank (where 1 is most deprived),Index of Multiple Deprivation (IMD) Decile (where 1 is most deprived 10% of LSOAs),Income Score (rate),Income Rank (where 1 is most deprived),Income Decile (where 1 is most deprived 10% of LSOAs),Employment Score (rate),Employment Rank (where 1 is most deprived),Employment Decile (where 1 is most deprived 10% of LSOAs),"Education, Skills and Training Score","Education, Skills and Training Rank (where 1 is most deprived)","Education, Skills and Training Decile (where 1 is most deprived 10% of LSOAs)",Health Deprivation and Disability Score,Health Deprivation and Disability Rank (where 1 is most deprived),Health Deprivation and Disability Decile (where 1 is most deprived 10% of LSOAs),Crime Score,Crime Rank (where 1 is most deprived),Crime Decile (where 1 is most deprived 10% of LSOAs),Barriers to Housing and Services Score,Barriers to Housing and Services Rank (where 1 is most deprived),Barriers to Housing and Services Decile (where 1 is most deprived 10% of LSOAs),Living Environment Score,Living Environment Rank (where 1 is most deprived),Living Environment Decile (where 1 is most deprived 10% of LSOAs)
E01004190,Sutton 008C,E09000029,Sutton,4.657,30846.000,10.000,0.040,28616.000,9.000,0.027,31360.000,10.000,6.749,25305.000,8.000,-1.315,30929.000,10.000,-0.441,22988.000,7.000,15.292,22635.000,7.000,15.837,18559.000,6.000
E01004191,Sutton 008D,E09000029,Sutton,7.762,27350.000,9.000,0.056,24576.000,8.000,0.043,27043.000,9.000,11.734,20207.000,7.000,-1.392,31307.000,10.000,-0.240,20199.000,7.000,17.390,19943.000,7.000,19.858,15398.000,5.000
E01004192,Sutton 006C,E09000029,Sutton,11.343,22933.000,7.000,0.081,19331.000,6.000,0.065,20227.000,7.000,14.150,18027.000,6.000,-0.668,25571.000,8.000,-0.618,25286.000,8.000,21.658,14712.000,5.000,17.393,17293.000,6.000
E01004193,Sutton 006D,E09000029,Sutton,12.377,21744.000,7.000,0.096,16941.000,6.000,0.051,24301.000,8.000,16.219,16393.000,5.000,-1.041,29139.000,9.000,-0.439,22958.000,7.000,30.770,6430.000,2.000,12.171,21823.000,7.000
E01004194,Sutton 008E,E09000029,Sutton,11.041,23291.000,8.000,0.073,20874.000,7.000,0.066,19713.000,7.000,7.416,24576.000,8.000,-0.573,24351.000,8.000,-0.092,18009.000,6.000,22.046,14272.000,5.000,17.118,17490.000,6.000
E01004195,Sutton 006E,E09000029,Sutton,9.504,25116.000,8.000,0.069,21813.000,7.000,0.039,28128.000,9.000,9.854,21992.000,7.000,-0.862,27618.000,9.000,0.046,15962.000,5.000,19.392,17404.000,6.000,23.907,12488.000,4.000
E01004196,Sutton 008F,E09000029,Sutton,5.776,29706.000,10.000,0.049,26404.000,9.000,0.036,29073.000,9.000,6.176,25987.000,8.000,-0.906,28026.000,9.000,-0.635,25480.000,8.000,18.678,18262.000,6.000,14.408,19760.000,7.000
E01032623,Sutton 025E,E09000029,Sutton,2.751,32359.000,10.000,0.031,30523.000,10.000,0.019,32297.000,10.000,0.843,32195.000,10.000,-1.742,32289.000,10.000,-1.177,30339.000,10.000,20.211,16406.000,5.000,8.840,25273.000,8.000
E01004197,Tower Hamlets 002A,E09000030,Tower Hamlets,27.495,9298.000,3.000,0.184,7712.000,3.000,0.103,12036.000,4.000,9.012,22841.000,7.000,0.430,9948.000,4.000,0.730,6179.000,2.000,27.049,9220.000,3.000,40.716,4039.000,2.000
E01004198,Tower Hamlets 002B,E09000030,Tower Hamlets,42.068,3698.000,2.000,0.273,3129.000,1.000,0.167,5199.000,2.000,25.548,10543.000,4.000,1.146,3188.000,1.000,1.152,2511.000,1.000,28.331,8165.000,3.000,31.078,8212.000,3.000
E01004199,Tower Hamlets 002C,E09000030,Tower Hamlets,43.877,3280.000,1.000,0.296,2324.000,1.000,0.176,4585.000,2.000,33.984,7105.000,3.000,0.416,10109.000,4.000,1.486,1104.000,1.000,29.918,7026.000,3.000,33.528,6942.000,3.000
E01004200,Tower Hamlets 005A,E09000030,Tower Hamlets,27.239,9443.000,3.000,0.140,11413.000,4.000,0.062,20962.000,7.000,3.340,29328.000,9.000,0.369,10726.000,4.000,0.564,8210.000,3.000,32.914,5133.000,2.000,75.606,31.000,1.000
E01004201,Tower Hamlets 002D,E09000030,Tower Hamlets,25.908,10249.000,4.000,0.201,6612.000,3.000,0.109,11207.000,4.000,13.348,18721.000,6.000,0.183,13299.000,5.000,0.338,11350.000,4.000,28.164,8285.000,3.000,31.073,8215.000,3.000
E01004202,Tower Hamlets 005B,E09000030,Tower Hamlets,25.423,10499.000,4.000,0.152,10362.000,4.000,0.076,17326.000,6.000,6.408,25709.000,8.000,0.402,10302.000,4.000,1.150,2523.000,1.000,29.048,7616.000,3.000,37.885,5034.000,2.000
E01004203,Tower Hamlets 005C,E09000030,Tower Hamlets,28.299,8880.000,3.000,0.166,9119.000,3.000,0.086,14961.000,5.000,11.473,20447.000,7.000,0.465,9530.000,3.000,1.269,1884.000,1.000,29.303,7437.000,3.000,37.905,5027.000,2.000
E01004204,Tower Hamlets 005D,E09000030,Tower Hamlets,33.995,6274.000,2.000,0.238,4625.000,2.000,0.139,7539.000,3.000,20.480,13484.000,5.000,0.763,6251.000,2.000,0.671,6840.000,3.000,26.734,9538.000,3.000,34.145,6614.000,3.000
E01004205,Tower Hamlets 013A,E09000030,Tower Hamlets,37.904,4905.000,2.000,0.259,3626.000,2.000,0.165,5378.000,2.000,25.504,10571.000,4.000,0.796,5942.000,2.000,0.742,6033.000,2.000,30.100,6903.000,3.000,29.438,9129.000,3.000
E01004206,Tower Hamlets 013B,E09000030,Tower Hamlets,43.126,3446.000,2.000,0.315,1804.000,1.000,0.181,4234.000,2.000,27.334,9678.000,3.000,0.759,6290.000,2.000,1.035,3262.000,1.000,30.109,6891.000,3.000,26.973,10562.000,4.000
E01004207,Tower Hamlets 011A,E09000030,Tower Hamlets,34.765,5973.000,2.000,0.210,6101.000,2.000,0.146,6978.000,3.000,20.429,13523.000,5.000,0.438,9847.000,3.000,1.011,3435.000,2.000,29.569,7253.000,3.000,41.959,3675.000,2.000
E01004208,Tower Hamlets 013C,E09000030,Tower Hamlets,25.084,10715.000,4.000,0.119,13795.000,5.000,0.058,22005.000,7.000,7.214,24783.000,8.000,-0.292,20530.000,7.000,1.303,1740.000,1.000,32.895,5143.000,2.000,56.306,1031.000,1.000
E01004209,Tower Hamlets 011B,E09000030,Tower Hamlets,42.475,3602.000,2.000,0.300,2205.000,1.000,0.164,5408.000,2.000,25.325,10662.000,4.000,0.538,8647.000,3.000,1.509,1033.000,1.000,30.317,6743.000,3.000,31.452,8019.000,3.000
E01004211,Tower Hamlets 013D,E09000030,Tower Hamlets,31.539,7276.000,3.000,0.164,9307.000,3.000,0.092,13898.000,5.000,4.090,28428.000,9.000,0.727,6611.000,3.000,1.530,967.000,1.000,33.310,4933.000,2.000,44.607,2990.000,1.000
E01004212,Tower Hamlets 011D,E09000030,Tower Hamlets,24.876,10838.000,4.000,0.144,11068.000,4.000,0.073,17924.000,6.000,13.354,18714.000,6.000,0.349,10985.000,4.000,0.794,5486.000,2.000,32.781,5212.000,2.000,37.255,5284.000,2.000
E01004214,Tower Hamlets 030A,E09000030,Tower Hamlets,35.567,5686.000,2.000,0.265,3414.000,2.000,0.182,4194.000,2.000,39.023,5630.000,2.000,0.484,9269.000,3.000,-0.117,18400.000,6.000,26.804,9451.000,3.000,16.354,18099.000,6.000
E01004215,Tower Hamlets 028A,E09000030,Tower Hamlets,17.411,16624.000,6.000,0.134,12145.000,4.000,0.064,20511.000,7.000,10.429,21425.000,7.000,-0.050,16782.000,6.000,-0.653,25689.000,8.000,31.154,6190.000,2.000,29.333,9191.000,3.000
E01004216,Tower Hamlets 030B,E09000030,Tower Hamlets,14.112,19837.000,7.000,0.107,15389.000,5.000,0.056,22731.000,7.000,8.338,23592.000,8.000,0.293,11721.000,4.000,-0.749,26777.000,9.000,27.087,9185.000,3.000,15.376,18895.000,6.000
E01004217,Tower Hamlets 030C,E09000030,Tower Hamlets,22.505,12388.000,4.000,0.164,9317.000,3.000,0.102,12248.000,4.000,9.965,21861.000,7.000,0.278,11936.000,4.000,0.544,8484.000,3.000,26.685,9574.000,3.000,18.466,16455.000,6.000
E01004218,Tower Hamlets 030D,E09000030,Tower Hamlets,12.658,21427.000,7.000,0.098,16573.000,6.000,0.062,21043.000,7.000,5.419,26821.000,9.000,-0.417,22346.000,7.000,0.267,12443.000,4.000,23.676,12459.000,4.000,14.313,19847.000,7.000
E01004219,Tower Hamlets 028B,E09000030,Tower Hamlets,33.685,6380.000,2.000,0.220,5543.000,2.000,0.101,12352.000,4.000,15.610,16897.000,6.000,0.342,11065.000,4.000,1.292,1794.000,1.000,36.005,3637.000,2.000,40.311,4166.000,2.000
E01004221,Tower Hamlets 028D,E09000030,Tower Hamlets,18.973,15260.000,5.000,0.145,10971.000,4.000,0.077,17069.000,6.000,8.194,23740.000,8.000,0.593,8017.000,3.000,-0.294,20961.000,7.000,25.438,10706.000,4.000,19.651,15559.000,5.000
E01004222,Tower Hamlets 001A,E09000030,Tower Hamlets,37.724,4966.000,2.000,0.273,3106.000,1.000,0.166,5237.000,2.000,28.090,9363.000,3.000,0.675,7130.000,3.000,0.797,5456.000,2.000,28.088,8356.000,3.000,23.771,12586.000,4.000
E01004223,Tower Hamlets 001B,E09000030,Tower Hamlets,35.516,5705.000,2.000,0.241,4442.000,2.000,0.144,7078.000,3.000,22.192,12417.000,4.000,0.524,8818.000,3.000,1.210,2182.000,1.000,26.053,10129.000,4.000,32.212,7611.000,3.000
E01004224,Tower Hamlets 001C,E09000030,Tower Hamlets,31.203,7452.000,3.000,0.203,6489.000,2.000,0.107,11423.000,4.000,19.274,14208.000,5.000,0.797,5938.000,2.000,0.993,3579.000,2.000,28.281,8201.000,3.000,29.203,9275.000,3.000
E01004225,Tower Hamlets 004A,E09000030,Tower Hamlets,20.839,13671.000,5.000,0.080,19542.000,6.000,0.039,28102.000,9.000,8.298,23642.000,8.000,-0.118,17872.000,6.000,-0.037,17255.000,6.000,33.652,4747.000,2.000,77.145,20.000,1.000
E01004226,Tower Hamlets 001D,E09000030,Tower Hamlets,28.641,8684.000,3.000,0.224,5264.000,2.000,0.115,10317.000,4.000,20.466,13495.000,5.000,0.049,15260.000,5.000,0.896,4425.000,2.000,28.751,7853.000,3.000,19.208,15882.000,5.000
E01004228,Tower Hamlets 003A,E09000030,Tower Hamlets,21.888,12849.000,4.000,0.128,12809.000,4.000,0.085,15277.000,5.000,12.526,19476.000,6.000,0.238,12539.000,4.000,0.945,3978.000,2.000,23.542,12614.000,4.000,27.091,10481.000,4.000
E01004229,Tower Hamlets 004C,E09000030,Tower Hamlets,25.746,10339.000,4.000,0.183,7797.000,3.000,0.104,11854.000,4.000,12.646,19356.000,6.000,0.250,12328.000,4.000,0.540,8527.000,3.000,28.640,7940.000,3.000,31.979,7730.000,3.000
E01004230,Tower Hamlets 003B,E09000030,Tower Hamlets,27.770,9165.000,3.000,0.184,7710.000,3.000,0.104,11941.000,4.000,17.016,15802.000,5.000,0.302,11603.000,4.000,0.914,4262.000,2.000,27.135,9135.000,3.000,32.763,7317.000,3.000
E01004231,Tower Hamlets 004D,E09000030,Tower Hamlets,32.526,6874.000,3.000,0.226,5201.000,2.000,0.131,8407.000,3.000,22.942,11943.000,4.000,0.333,11162.000,4.000,0.903,4352.000,2.000,30.216,6817.000,3.000,29.804,8927.000,3.000
E01004232,Tower Hamlets 003C,E09000030,Tower Hamlets,20.727,13752.000,5.000,0.097,16812.000,6.000,0.056,22641.000,7.000,5.217,27068.000,9.000,-0.460,22894.000,7.000,1.515,1013.000,1.000,24.139,12002.000,4.000,44.937,2915.000,1.000
E01004233,Tower Hamlets 003D,E09000030,Tower Hamlets,31.122,7486.000,3.000,0.261,3554.000,2.000,0.135,7976.000,3.000,25.405,10613.000,4.000,0.062,15051.000,5.000,0.394,10549.000,4.000,27.262,9022.000,3.000,25.069,11740.000,4.000
E01004234,Tower Hamlets 003E,E09000030,Tower Hamlets,24.249,11218.000,4.000,0.112,14721.000,5.000,0.064,20450.000,7.000,2.713,30076.000,10.000,-0.349,21438.000,7.000,1.913,282.000,1.000,23.131,13070.000,4.000,52.187,1549.000,1.000
E01004235,Tower Hamlets 008A,E09000030,Tower Hamlets,32.560,6856.000,3.000,0.262,3528.000,2.000,0.149,6629.000,3.000,29.427,8809.000,3.000,0.143,13829.000,5.000,0.134,14589.000,5.000,29.472,7320.000,3.000,24.476,12106.000,4.000
E01004236,Tower Hamlets 008B,E09000030,Tower Hamlets,38.698,4668.000,2.000,0.277,2973.000,1.000,0.152,6368.000,2.000,28.717,9095.000,3.000,0.511,8972.000,3.000,1.386,1403.000,1.000,29.123,7560.000,3.000,20.110,15197.000,5.000
E01004237,Tower Hamlets 008C,E09000030,Tower Hamlets,29.740,8147.000,3.000,0.228,5089.000,2.000,0.118,9919.000,4.000,13.649,18464.000,6.000,-0.017,16260.000,5.000,0.992,3591.000,2.000,26.729,9539.000,3.000,34.722,6363.000,2.000
E01004238,Tower Hamlets 008D,E09000030,Tower Hamlets,30.706,7688.000,3.000,0.228,5110.000,2.000,0.106,11594.000,4.000,14.362,17858.000,6.000,0.122,14156.000,5.000,0.950,3925.000,2.000,35.614,3797.000,2.000,31.775,7844.000,3.000
E01004239,Tower Hamlets 008E,E09000030,Tower Hamlets,41.301,3901.000,2.000,0.272,3158.000,1.000,0.177,4526.000,2.000,29.317,8854.000,3.000,0.487,9244.000,3.000,1.426,1263.000,1.000,32.665,5291.000,2.000,23.548,12744.000,4.000
E01004240,Tower Hamlets 012A,E09000030,Tower Hamlets,31.696,7203.000,3.000,0.239,4558.000,2.000,0.131,8328.000,3.000,29.774,8671.000,3.000,0.114,14301.000,5.000,0.695,6563.000,2.000,30.289,6767.000,3.000,21.887,13922.000,5.000
E01004241,Tower Hamlets 012B,E09000030,Tower Hamlets,36.941,5227.000,2.000,0.252,3915.000,2.000,0.165,5358.000,2.000,29.383,8830.000,3.000,0.608,7834.000,3.000,0.790,5526.000,2.000,29.158,7531.000,3.000,26.551,10835.000,4.000
E01004242,Tower Hamlets 012C,E09000030,Tower Hamlets,26.689,9768.000,3.000,0.194,7030.000,3.000,0.103,11988.000,4.000,19.695,13945.000,5.000,0.129,14039.000,5.000,0.289,12110.000,4.000,35.089,4055.000,2.000,26.258,11014.000,4.000
E01004243,Tower Hamlets 020A,E09000030,Tower Hamlets,36.130,5485.000,2.000,0.254,3864.000,2.000,0.143,7164.000,3.000,39.595,5465.000,2.000,-0.011,16176.000,5.000,0.669,6863.000,3.000,27.667,8704.000,3.000,41.013,3941.000,2.000
E01004244,Tower Hamlets 020B,E09000030,Tower Hamlets,43.233,3416.000,2.000,0.286,2700.000,1.000,0.214,2550.000,1.000,34.048,7086.000,3.000,0.600,7921.000,3.000,0.966,3800.000,2.000,26.068,10118.000,4.000,29.933,8855.000,3.000
E01004245,Tower Hamlets 018A,E09000030,Tower Hamlets,46.457,2763.000,1.000,0.318,1707.000,1.000,0.175,4641.000,2.000,37.599,6027.000,2.000,0.605,7873.000,3.000,0.949,3940.000,2.000,42.072,1645.000,1.000,30.679,8423.000,3.000
E01004246,Tower Hamlets 018B,E09000030,Tower Hamlets,29.919,8057.000,3.000,0.210,6099.000,2.000,0.095,13464.000,5.000,19.422,14134.000,5.000,0.042,15354.000,5.000,1.380,1427.000,1.000,31.663,5863.000,2.000,26.864,10644.000,4.000
E01004247,Tower Hamlets 020C,E09000030,Tower Hamlets,41.665,3824.000,2.000,0.298,2273.000,1.000,0.162,5571.000,2.000,33.214,7370.000,3.000,0.673,7141.000,3.000,0.908,4320.000,2.000,29.957,7001.000,3.000,34.270,6567.000,2.000
E01004248,Tower Hamlets 018C,E09000030,Tower Hamlets,43.068,3465.000,2.000,0.304,2070.000,1.000,0.171,4939.000,2.000,51.439,2972.000,1.000,0.696,6920.000,3.000,0.309,11804.000,4.000,32.797,5195.000,2.000,28.219,9828.000,3.000
E01004249,Tower Hamlets 018D,E09000030,Tower Hamlets,43.123,3447.000,2.000,0.290,2524.000,1.000,0.186,3932.000,2.000,33.035,7430.000,3.000,0.317,11392.000,4.000,1.070,2995.000,1.000,37.173,3139.000,1.000,30.002,8810.000,3.000
E01004250,Tower Hamlets 020D,E09000030,Tower Hamlets,39.575,4393.000,2.000,0.292,2463.000,1.000,0.181,4240.000,2.000,37.876,5943.000,2.000,0.644,7452.000,3.000,0.514,8877.000,3.000,27.378,8932.000,3.000,21.203,14397.000,5.000
E01004251,Tower Hamlets 023A,E09000030,Tower Hamlets,28.656,8675.000,3.000,0.202,6552.000,2.000,0.104,11948.000,4.000,19.536,14063.000,5.000,0.314,11436.000,4.000,0.895,4437.000,2.000,30.288,6768.000,3.000,26.301,10990.000,4.000
E01004252,Tower Hamlets 024A,E09000030,Tower Hamlets,35.190,5828.000,2.000,0.276,3024.000,1.000,0.149,6664.000,3.000,12.836,19176.000,6.000,0.752,6353.000,2.000,0.615,7522.000,3.000,33.835,4657.000,2.000,21.976,13863.000,5.000
E01004253,Tower Hamlets 024B,E09000030,Tower Hamlets,28.245,8904.000,3.000,0.213,5944.000,2.000,0.114,10442.000,4.000,28.164,9331.000,3.000,0.060,15086.000,5.000,0.554,8336.000,3.000,28.675,7908.000,3.000,22.928,13180.000,5.000
E01004254,Tower Hamlets 023B,E09000030,Tower Hamlets,18.740,15458.000,5.000,0.107,15403.000,5.000,0.050,24774.000,8.000,5.047,27238.000,9.000,-0.594,24642.000,8.000,0.869,4697.000,2.000,25.669,10493.000,4.000,49.628,1972.000,1.000
E01004255,Tower Hamlets 023C,E09000030,Tower Hamlets,34.736,5983.000,2.000,0.258,3679.000,2.000,0.156,6024.000,2.000,21.131,13055.000,4.000,0.518,8898.000,3.000,0.533,8636.000,3.000,30.152,6851.000,3.000,29.211,9266.000,3.000
E01004256,Tower Hamlets 024C,E09000030,Tower Hamlets,35.605,5676.000,2.000,0.276,3000.000,1.000,0.157,5962.000,2.000,31.220,8103.000,3.000,0.290,11757.000,4.000,0.296,11989.000,4.000,29.559,7265.000,3.000,29.869,8890.000,3.000
E01004257,Tower Hamlets 024D,E09000030,Tower Hamlets,32.994,6674.000,3.000,0.221,5463.000,2.000,0.116,10235.000,4.000,30.161,8492.000,3.000,0.329,11232.000,4.000,1.091,2855.000,1.000,27.877,8541.000,3.000,32.258,7577.000,3.000
E01004258,Tower Hamlets 023D,E09000030,Tower Hamlets,21.968,12802.000,4.000,0.129,12575.000,4.000,0.084,15498.000,5.000,6.528,25568.000,8.000,-0.273,20254.000,7.000,0.335,11422.000,4.000,37.294,3103.000,1.000,39.084,4591.000,2.000
E01004259,Tower Hamlets 007A,E09000030,Tower Hamlets,26.215,10040.000,4.000,0.164,9303.000,3.000,0.089,14497.000,5.000,7.560,24418.000,8.000,0.449,9731.000,3.000,0.947,3961.000,2.000,27.822,8583.000,3.000,38.688,4726.000,2.000
E01004260,Tower Hamlets 007B,E09000030,Tower Hamlets,32.227,6995.000,3.000,0.242,4372.000,2.000,0.123,9368.000,3.000,24.360,11154.000,4.000,0.509,8998.000,3.000,0.394,10548.000,4.000,30.690,6478.000,2.000,31.602,7934.000,3.000
E01004261,Tower Hamlets 010A,E09000030,Tower Hamlets,25.849,10280.000,4.000,0.150,10457.000,4.000,0.056,22825.000,7.000,28.759,9078.000,3.000,0.319,11369.000,4.000,0.115,14896.000,5.000,34.756,4193.000,2.000,46.926,2465.000,1.000
E01004262,Tower Hamlets 010B,E09000030,Tower Hamlets,29.288,8367.000,3.000,0.167,9061.000,3.000,0.088,14698.000,5.000,21.587,12810.000,4.000,0.616,7752.000,3.000,0.886,4526.000,2.000,28.820,7791.000,3.000,41.661,3755.000,2.000
E01004263,Tower Hamlets 007C,E09000030,Tower Hamlets,32.958,6689.000,3.000,0.221,5458.000,2.000,0.138,7706.000,3.000,32.123,7768.000,3.000,0.433,9901.000,4.000,0.667,6883.000,3.000,26.509,9704.000,3.000,31.506,7988.000,3.000
E01004264,Tower Hamlets 010C,E09000030,Tower Hamlets,34.313,6140.000,2.000,0.243,4368.000,2.000,0.129,8642.000,3.000,24.996,10828.000,4.000,0.614,7769.000,3.000,0.344,11260.000,4.000,38.478,2665.000,1.000,28.348,9756.000,3.000
E01004266,Tower Hamlets 007D,E09000030,Tower Hamlets,26.897,9652.000,3.000,0.195,6969.000,3.000,0.098,12940.000,4.000,15.197,17208.000,6.000,0.124,14124.000,5.000,0.813,5277.000,2.000,26.632,9611.000,3.000,35.589,5976.000,2.000
E01004267,Tower Hamlets 012D,E09000030,Tower Hamlets,32.998,6672.000,3.000,0.240,4497.000,2.000,0.121,9591.000,3.000,8.844,23029.000,8.000,0.107,14406.000,5.000,1.190,2294.000,1.000,28.817,7793.000,3.000,45.232,2838.000,1.000
E01004268,Tower Hamlets 012E,E09000030,Tower Hamlets,34.358,6121.000,2.000,0.258,3680.000,2.000,0.152,6345.000,2.000,24.416,11128.000,4.000,0.712,6762.000,3.000,-0.217,19864.000,7.000,33.217,4980.000,2.000,26.525,10850.000,4.000
E01004269,Tower Hamlets 014A,E09000030,Tower Hamlets,32.249,6988.000,3.000,0.222,5432.000,2.000,0.109,11190.000,4.000,15.032,17331.000,6.000,0.587,8093.000,3.000,1.084,2915.000,1.000,30.821,6404.000,2.000,34.293,6554.000,2.000
E01004270,Tower Hamlets 014B,E09000030,Tower Hamlets,22.295,12534.000,4.000,0.137,11744.000,4.000,0.055,22974.000,7.000,8.695,23195.000,8.000,-0.428,22482.000,7.000,1.291,1797.000,1.000,32.506,5375.000,2.000,35.617,5964.000,2.000
E01004271,Tower Hamlets 014C,E09000030,Tower Hamlets,31.028,7538.000,3.000,0.221,5467.000,2.000,0.107,11410.000,4.000,25.894,10370.000,4.000,0.451,9699.000,3.000,0.635,7261.000,3.000,30.467,6633.000,3.000,32.579,7422.000,3.000
E01004272,Tower Hamlets 014D,E09000030,Tower Hamlets,35.145,5842.000,2.000,0.274,3077.000,1.000,0.145,7014.000,3.000,32.437,7642.000,3.000,0.251,12321.000,4.000,0.567,8162.000,3.000,32.831,5177.000,2.000,20.603,14821.000,5.000
E01004273,Tower Hamlets 014E,E09000030,Tower Hamlets,36.777,5279.000,2.000,0.281,2848.000,1.000,0.150,6542.000,2.000,31.377,8047.000,3.000,0.130,14032.000,5.000,0.853,4859.000,2.000,32.786,5208.000,2.000,24.867,11866.000,4.000
E01004274,Tower Hamlets 031A,E09000030,Tower Hamlets,24.191,11260.000,4.000,0.225,5224.000,2.000,0.118,9916.000,4.000,20.038,13744.000,5.000,-0.194,19041.000,6.000,-0.431,22842.000,7.000,27.644,8721.000,3.000,15.033,19171.000,6.000
E01004275,Tower Hamlets 031B,E09000030,Tower Hamlets,13.794,20159.000,7.000,0.099,16440.000,6.000,0.060,21558.000,7.000,14.544,17728.000,6.000,-0.286,20434.000,7.000,-0.532,24221.000,8.000,24.978,11133.000,4.000,22.819,13248.000,5.000
E01004276,Tower Hamlets 031C,E09000030,Tower Hamlets,5.371,30144.000,10.000,0.026,31509.000,10.000,0.014,32613.000,10.000,4.815,27528.000,9.000,-1.108,29654.000,10.000,-1.140,30108.000,10.000,23.165,13025.000,4.000,25.034,11759.000,4.000
E01004277,Tower Hamlets 033A,E09000030,Tower Hamlets,7.917,27157.000,9.000,0.041,28405.000,9.000,0.043,27005.000,9.000,3.203,29500.000,9.000,-0.429,22494.000,7.000,-2.181,32748.000,10.000,32.221,5516.000,2.000,13.687,20412.000,7.000
E01004280,Tower Hamlets 032A,E09000030,Tower Hamlets,25.118,10692.000,4.000,0.226,5195.000,2.000,0.116,10218.000,4.000,18.608,14697.000,5.000,-0.028,16434.000,6.000,-0.493,23682.000,8.000,27.303,8990.000,3.000,24.375,12182.000,4.000
E01004281,Tower Hamlets 031D,E09000030,Tower Hamlets,8.220,26798.000,9.000,0.060,23652.000,8.000,0.032,30174.000,10.000,1.874,31029.000,10.000,-0.432,22536.000,7.000,-0.506,23879.000,8.000,24.493,11637.000,4.000,23.234,12962.000,4.000
E01004283,Tower Hamlets 016A,E09000030,Tower Hamlets,29.565,8223.000,3.000,0.237,4683.000,2.000,0.111,10881.000,4.000,21.326,12953.000,4.000,0.253,12293.000,4.000,0.187,13726.000,5.000,29.920,7025.000,3.000,35.067,6214.000,2.000
E01004284,Tower Hamlets 019A,E09000030,Tower Hamlets,31.368,7366.000,3.000,0.265,3396.000,2.000,0.130,8516.000,3.000,13.473,18617.000,6.000,0.402,10296.000,4.000,0.297,11967.000,4.000,33.013,5067.000,2.000,25.179,11665.000,4.000
E01004285,Tower Hamlets 019B,E09000030,Tower Hamlets,39.744,4342.000,2.000,0.276,3001.000,1.000,0.152,6403.000,2.000,39.002,5637.000,2.000,0.589,8068.000,3.000,0.512,8919.000,3.000,38.300,2737.000,1.000,28.273,9799.000,3.000
E01004286,Tower Hamlets 019C,E09000030,Tower Hamlets,36.494,5381.000,2.000,0.246,4228.000,2.000,0.163,5487.000,2.000,22.471,12259.000,4.000,0.392,10443.000,4.000,0.810,5300.000,2.000,26.994,9285.000,3.000,42.275,3597.000,2.000
E01004287,Tower Hamlets 016B,E09000030,Tower Hamlets,29.947,8047.000,3.000,0.240,4514.000,2.000,0.120,9711.000,3.000,19.707,13937.000,5.000,0.315,11422.000,4.000,0.167,14048.000,5.000,28.426,8092.000,3.000,34.912,6285.000,2.000
E01004288,Tower Hamlets 019D,E09000030,Tower Hamlets,37.996,4874.000,2.000,0.262,3503.000,2.000,0.161,5647.000,2.000,30.768,8278.000,3.000,0.790,5989.000,2.000,0.513,8905.000,3.000,29.377,7391.000,3.000,32.368,7541.000,3.000
E01004289,Tower Hamlets 016C,E09000030,Tower Hamlets,34.596,6032.000,2.000,0.212,5970.000,2.000,0.136,7920.000,3.000,15.779,16770.000,6.000,0.959,4547.000,2.000,0.867,4731.000,2.000,28.268,8209.000,3.000,39.329,4489.000,2.000
E01004290,Tower Hamlets 016D,E09000030,Tower Hamlets,28.558,8732.000,3.000,0.196,6890.000,3.000,0.106,11618.000,4.000,12.545,19462.000,6.000,0.404,10279.000,4.000,0.809,5312.000,2.000,29.809,7099.000,3.000,34.799,6329.000,2.000
E01004291,Tower Hamlets 027A,E09000030,Tower Hamlets,9.872,24676.000,8.000,0.066,22315.000,7.000,0.040,27781.000,9.000,5.502,26714.000,9.000,-0.435,22578.000,7.000,-0.354,21806.000,7.000,23.963,12186.000,4.000,26.702,10745.000,4.000
E01004292,Tower Hamlets 026A,E09000030,Tower Hamlets,7.730,27385.000,9.000,0.045,27476.000,9.000,0.024,31829.000,10.000,3.334,29342.000,9.000,-0.490,23286.000,8.000,0.033,16173.000,5.000,22.351,13903.000,5.000,23.480,12797.000,4.000
E01004293,Tower Hamlets 027B,E09000030,Tower Hamlets,8.793,26059.000,8.000,0.060,23841.000,8.000,0.039,28151.000,9.000,2.813,29964.000,10.000,-0.936,28275.000,9.000,-0.411,22581.000,7.000,21.991,14340.000,5.000,32.699,7355.000,3.000
E01004294,Tower Hamlets 026B,E09000030,Tower Hamlets,18.648,15535.000,5.000,0.146,10874.000,4.000,0.084,15509.000,5.000,6.700,25369.000,8.000,-0.169,18665.000,6.000,-0.666,25829.000,8.000,29.949,7003.000,3.000,32.095,7662.000,3.000
